,County Names,Month,Sample Measurement,Latitude,Longitude,FIPS,PM2.5 Values 2011
0,Alameda,1,6.6,37.687526,-121.784217,06001,6.6
1,Alameda,1,23.6,37.687526,-121.784217,06001,23.6
2,Alameda,1,10.5,37.687526,-121.784217,06001,10.5
3,Alameda,1,8.5,37.687526,-121.784217,06001,8.5
4,Alameda,2,3,37.687526,-121.784217,06001,3.0
5,Alameda,2,4.7,37.687526,-121.784217,06001,4.7
6,Alameda,2,2.6,37.687526,-121.784217,06001,2.6
7,Alameda,2,1,37.687526,-121.784217,06001,1.0
8,Alameda,2,2.5,37.687526,-121.784217,06001,2.5
9,Alameda,1,9.4,37.687526,-121.784217,06001,9.4
10,Alameda,2,16.8,37.687526,-121.784217,06001,16.8
11,Alameda,1,4.8,37.687526,-121.784217,06001,4.8
12,Alameda,2,13.7,37.687526,-121.784217,06001,13.7
13,Alameda,1,16.2,37.687526,-121.784217,06001,16.2
14,Alameda,2,7.1,37.687526,-121.784217,06001,7.1
15,Alameda,2,15.9,37.687526,-121.784217,06001,15.9
16,Alameda,2,7.3,37.687526,-121.784217,06001,7.3
17,Alameda,2,6,37.687526,-121.784217,06001,6.0
18,Alameda,1,6.2,37.687526,-121.784217,06001,6.2
19,Alameda,1,4.6,37.687526,-121.784217,06001,4.6
20,Alameda,1,18.7,37.687526,-121.784217,06001,18.7
21,Alameda,2,3.8,37.687526,-121.784217,06001,3.8
22,Alameda,2,9.2,37.687526,-121.784217,06001,9.2
23,Alameda,1,16.8,37.687526,-121.784217,06001,16.8
24,Alameda,2,5.2,37.687526,-121.784217,06001,5.2
25,Alameda,1,13.8,37.687526,-121.784217,06001,13.8
26,Alameda,2,1.5,37.687526,-121.784217,06001,1.5
27,Alameda,2,4.4,37.687526,-121.784217,06001,4.4
28,Alameda,2,5.8,37.687526,-121.784217,06001,5.8
29,Alameda,1,15.5,37.687526,-121.784217,06001,15.5
30,Alameda,1,16.9,37.687526,-121.784217,06001,16.9
31,Alameda,2,1.8,37.687526,-121.784217,06001,1.8
32,Alameda,1,13.1,37.687526,-121.784217,06001,13.1
33,Alameda,2,2.3,37.687526,-121.784217,06001,2.3
34,Alameda,2,3.8,37.687526,-121.784217,06001,3.8
35,Alameda,2,18.3,37.687526,-121.784217,06001,18.3
36,Alameda,1,13.4,37.687526,-121.784217,06001,13.4
37,Alameda,2,3.4,37.687526,-121.784217,06001,3.4
38,Alameda,2,3.5,37.687526,-121.784217,06001,3.5
39,Alameda,1,11.8,37.687526,-121.784217,06001,11.8
40,Alameda,1,5.8,37.687526,-121.784217,06001,5.8
41,Alameda,1,7.3,37.687526,-121.784217,06001,7.3
42,Alameda,1,21.9,37.687526,-121.784217,06001,21.9
43,Alameda,2,2.1,37.687526,-121.784217,06001,2.1
44,Alameda,1,13.7,37.687526,-121.784217,06001,13.7
45,Alameda,1,11.5,37.687526,-121.784217,06001,11.5
46,Alameda,1,23.2,37.687526,-121.784217,06001,23.2
47,Alameda,1,12.3,37.687526,-121.784217,06001,12.3
48,Alameda,1,18.5,37.687526,-121.784217,06001,18.5
49,Alameda,1,23.2,37.687526,-121.784217,06001,23.2
50,Alameda,1,13,37.687526,-121.784217,06001,13.0
51,Alameda,2,10.2,37.687526,-121.784217,06001,10.2
52,Alameda,1,8.4,37.687526,-121.784217,06001,8.4
53,Alameda,1,9.3,37.687526,-121.784217,06001,9.3
54,Alameda,1,18.9,37.687526,-121.784217,06001,18.9
55,Alameda,2,7.5,37.687526,-121.784217,06001,7.5
56,Alameda,2,3.4,37.687526,-121.784217,06001,3.4
57,Alameda,2,6,37.687526,-121.784217,06001,6.0
17412,Butte,8,8.8,39.757371,-121.843286,06007,8.8
17413,Butte,8,7.9,39.757371,-121.843286,06007,7.9
17414,Butte,12,51.8,39.757371,-121.843286,06007,51.8
17415,Butte,9,6.9,39.757371,-121.843286,06007,6.9
17416,Butte,12,41.2,39.757371,-121.843286,06007,41.2
17417,Butte,5,1,39.757371,-121.843286,06007,1.0
17418,Butte,5,3.9,39.757371,-121.843286,06007,3.9
17419,Butte,4,2.1,39.757371,-121.843286,06007,2.1
17420,Butte,3,4,39.757371,-121.843286,06007,4.0
17421,Butte,9,9.8,39.757371,-121.843286,06007,9.8
17422,Butte,4,5.7,39.757371,-121.843286,06007,5.7
17423,Butte,7,3.3,39.757371,-121.843286,06007,3.3
17424,Butte,8,9.3,39.757371,-121.843286,06007,9.3
17425,Butte,6,4.3,39.757371,-121.843286,06007,4.3
17426,Butte,9,6,39.757371,-121.843286,06007,6.0
17427,Butte,1,46.2,39.757371,-121.843286,06007,46.2
17428,Butte,5,7,39.757371,-121.843286,06007,7.0
17429,Butte,7,6,39.757371,-121.843286,06007,6.0
17430,Butte,6,8.9,39.757371,-121.843286,06007,8.9
17431,Butte,1,38.5,39.757371,-121.843286,06007,38.5
17432,Butte,10,1,39.757371,-121.843286,06007,1.0
17433,Butte,1,21.4,39.757371,-121.843286,06007,21.4
17434,Butte,2,16.8,39.757371,-121.843286,06007,16.8
17435,Butte,7,7.9,39.757371,-121.843286,06007,7.9
17436,Butte,11,20.3,39.757371,-121.843286,06007,20.3
17437,Butte,8,5.1,39.757371,-121.843286,06007,5.1
17438,Butte,1,16,39.757371,-121.843286,06007,16.0
17439,Butte,9,5.6,39.757371,-121.843286,06007,5.6
17440,Butte,12,40.7,39.757371,-121.843286,06007,40.7
17441,Butte,4,12.6,39.757371,-121.843286,06007,12.6
17442,Butte,8,7.9,39.757371,-121.843286,06007,7.9
17443,Butte,11,26.9,39.757371,-121.843286,06007,26.9
17444,Butte,3,3.5,39.757371,-121.843286,06007,3.5
17445,Butte,6,2.2,39.757371,-121.843286,06007,2.2
17446,Butte,1,27.5,39.757371,-121.843286,06007,27.5
17447,Butte,12,41.5,39.757371,-121.843286,06007,41.5
17448,Butte,4,5.5,39.757371,-121.843286,06007,5.5
17449,Butte,4,2.9,39.757371,-121.843286,06007,2.9
17450,Butte,2,1,39.757371,-121.843286,06007,1.0
17451,Butte,2,7.7,39.757371,-121.843286,06007,7.7
17452,Butte,11,6.4,39.757371,-121.843286,06007,6.4
17453,Butte,10,6,39.757371,-121.843286,06007,6.0
17454,Butte,3,4.7,39.757371,-121.843286,06007,4.7
17455,Butte,3,3.3,39.757371,-121.843286,06007,3.3
17456,Butte,2,26.8,39.757371,-121.843286,06007,26.8
17457,Butte,7,4.9,39.757371,-121.843286,06007,4.9
17458,Butte,3,6.8,39.757371,-121.843286,06007,6.8
17459,Butte,9,6.6,39.757371,-121.843286,06007,6.6
17460,Butte,8,6.7,39.757371,-121.843286,06007,6.7
17461,Butte,6,8.3,39.757371,-121.843286,06007,8.3
17462,Butte,10,8.1,39.757371,-121.843286,06007,8.1
17463,Butte,2,5.5,39.757371,-121.843286,06007,5.5
17464,Butte,11,9.9,39.757371,-121.843286,06007,9.9
17465,Butte,10,13.1,39.757371,-121.843286,06007,13.1
17466,Butte,12,20.2,39.757371,-121.843286,06007,20.2
17467,Butte,5,3.4,39.757371,-121.843286,06007,3.4
17468,Butte,6,6,39.757371,-121.843286,06007,6.0
17469,Butte,5,1,39.757371,-121.843286,06007,1.0
17470,Butte,7,5.8,39.757371,-121.843286,06007,5.8
17471,Butte,10,11.8,39.757371,-121.843286,06007,11.8
17472,Butte,11,20.3,39.757371,-121.843286,06007,20.3
25922,Colusa,11,12.8,39.18919,-121.99887,06011,12.8
25923,Colusa,10,8.8,39.18919,-121.99887,06011,8.8
25924,Colusa,1,3.7,39.18919,-121.99887,06011,3.7
25925,Colusa,5,1,39.18919,-121.99887,06011,1.0
25926,Colusa,4,8.3,39.18919,-121.99887,06011,8.3
25927,Colusa,5,6.2,39.18919,-121.99887,06011,6.2
25928,Colusa,3,1,39.18919,-121.99887,06011,1.0
25929,Colusa,3,2,39.18919,-121.99887,06011,2.0
25930,Colusa,1,8.5,39.18919,-121.99887,06011,8.5
25931,Colusa,2,2.1,39.18919,-121.99887,06011,2.1
25932,Colusa,2,2.8,39.18919,-121.99887,06011,2.8
25933,Colusa,6,1,39.18919,-121.99887,06011,1.0
25934,Colusa,3,3.2,39.18919,-121.99887,06011,3.2
25935,Colusa,7,7.1,39.18919,-121.99887,06011,7.1
25936,Colusa,8,5.5,39.18919,-121.99887,06011,5.5
25937,Colusa,2,1,39.18919,-121.99887,06011,1.0
25938,Colusa,11,7.3,39.18919,-121.99887,06011,7.3
25939,Colusa,5,2,39.18919,-121.99887,06011,2.0
25940,Colusa,11,16.2,39.18919,-121.99887,06011,16.2
25941,Colusa,10,3.4,39.18919,-121.99887,06011,3.4
25942,Colusa,4,1,39.18919,-121.99887,06011,1.0
25943,Colusa,12,2.8,39.18919,-121.99887,06011,2.8
25944,Colusa,1,13.9,39.18919,-121.99887,06011,13.9
25945,Colusa,9,5,39.18919,-121.99887,06011,5.0
25946,Colusa,9,5.7,39.18919,-121.99887,06011,5.7
25947,Colusa,1,10.7,39.18919,-121.99887,06011,10.7
25948,Colusa,3,2.1,39.18919,-121.99887,06011,2.1
25949,Colusa,11,6.8,39.18919,-121.99887,06011,6.8
25950,Colusa,9,5.4,39.18919,-121.99887,06011,5.4
25951,Colusa,8,8,39.18919,-121.99887,06011,8.0
25952,Colusa,12,20.5,39.18919,-121.99887,06011,20.5
25953,Colusa,4,3.7,39.18919,-121.99887,06011,3.7
25954,Colusa,2,7.1,39.18919,-121.99887,06011,7.1
25955,Colusa,12,29.3,39.18919,-121.99887,06011,29.3
25956,Colusa,6,9,39.18919,-121.99887,06011,9.0
25957,Colusa,11,8.8,39.18919,-121.99887,06011,8.8
25958,Colusa,7,7.3,39.18919,-121.99887,06011,7.3
25959,Colusa,4,1,39.18919,-121.99887,06011,1.0
25960,Colusa,7,5.4,39.18919,-121.99887,06011,5.4
25961,Colusa,6,3.1,39.18919,-121.99887,06011,3.1
25962,Colusa,12,32.7,39.18919,-121.99887,06011,32.7
25963,Colusa,10,6.2,39.18919,-121.99887,06011,6.2
25964,Colusa,8,8.2,39.18919,-121.99887,06011,8.2
25965,Colusa,6,3.4,39.18919,-121.99887,06011,3.4
25966,Colusa,10,5.4,39.18919,-121.99887,06011,5.4
25967,Colusa,8,7.5,39.18919,-121.99887,06011,7.5
25968,Colusa,10,2.2,39.18919,-121.99887,06011,2.2
25969,Colusa,4,4.3,39.18919,-121.99887,06011,4.3
25970,Colusa,8,7.8,39.18919,-121.99887,06011,7.8
25971,Colusa,7,6.3,39.18919,-121.99887,06011,6.3
25972,Colusa,12,14.1,39.18919,-121.99887,06011,14.1
25973,Colusa,9,6.6,39.18919,-121.99887,06011,6.6
25974,Colusa,8,5.6,39.18919,-121.99887,06011,5.6
25975,Colusa,9,8.8,39.18919,-121.99887,06011,8.8
31934,Contra Costa,1,8.5,37.936013,-122.026154,06013,8.5
31935,Contra Costa,10,1.6,37.936013,-122.026154,06013,1.6
31936,Contra Costa,11,18,37.936013,-122.026154,06013,18.0
31937,Contra Costa,12,47.5,37.936013,-122.026154,06013,47.5
31938,Contra Costa,12,34.8,37.936013,-122.026154,06013,34.8
31939,Contra Costa,1,15.7,37.936013,-122.026154,06013,15.7
31940,Contra Costa,12,4,37.936013,-122.026154,06013,4.0
31941,Contra Costa,1,11.8,37.936013,-122.026154,06013,11.8
31942,Contra Costa,11,4.7,37.936013,-122.026154,06013,4.7
31943,Contra Costa,12,15.9,37.936013,-122.026154,06013,15.9
31944,Contra Costa,1,8.2,37.936013,-122.026154,06013,8.2
31945,Contra Costa,12,11.6,37.936013,-122.026154,06013,11.6
31946,Contra Costa,2,12.6,37.936013,-122.026154,06013,12.6
31947,Contra Costa,2,8.7,37.936013,-122.026154,06013,8.7
31948,Contra Costa,12,20.2,37.936013,-122.026154,06013,20.2
31949,Contra Costa,3,5.8,37.936013,-122.026154,06013,5.8
31950,Contra Costa,12,4.6,37.936013,-122.026154,06013,4.6
31951,Contra Costa,1,21.9,37.936013,-122.026154,06013,21.9
31952,Contra Costa,12,21.7,37.936013,-122.026154,06013,21.7
31953,Contra Costa,2,17.4,37.936013,-122.026154,06013,17.4
31954,Contra Costa,10,4.5,37.936013,-122.026154,06013,4.5
31955,Contra Costa,1,11.7,37.936013,-122.026154,06013,11.7
31956,Contra Costa,10,9.3,37.936013,-122.026154,06013,9.3
31957,Contra Costa,3,3,37.936013,-122.026154,06013,3.0
31958,Contra Costa,1,9.2,37.936013,-122.026154,06013,9.2
31959,Contra Costa,10,11.9,37.936013,-122.026154,06013,11.9
31960,Contra Costa,10,5.1,37.936013,-122.026154,06013,5.1
31961,Contra Costa,3,5,37.936013,-122.026154,06013,5.0
31962,Contra Costa,12,14.2,37.936013,-122.026154,06013,14.2
31963,Contra Costa,11,4.5,37.936013,-122.026154,06013,4.5
31964,Contra Costa,1,19,37.936013,-122.026154,06013,19.0
31965,Contra Costa,3,3.5,37.936013,-122.026154,06013,3.5
31966,Contra Costa,12,20.6,37.936013,-122.026154,06013,20.6
31967,Contra Costa,3,4.4,37.936013,-122.026154,06013,4.4
31968,Contra Costa,11,5.3,37.936013,-122.026154,06013,5.3
31969,Contra Costa,3,4.9,37.936013,-122.026154,06013,4.9
31970,Contra Costa,3,1.8,37.936013,-122.026154,06013,1.8
31971,Contra Costa,2,3.3,37.936013,-122.026154,06013,3.3
31972,Contra Costa,1,21.3,37.936013,-122.026154,06013,21.3
31973,Contra Costa,1,12.7,37.936013,-122.026154,06013,12.7
31974,Contra Costa,12,24.4,37.936013,-122.026154,06013,24.4
31975,Contra Costa,10,10.3,37.936013,-122.026154,06013,10.3
31976,Contra Costa,3,4.3,37.936013,-122.026154,06013,4.3
31977,Contra Costa,1,14.5,37.936013,-122.026154,06013,14.5
31978,Contra Costa,12,27.6,37.936013,-122.026154,06013,27.6
31979,Contra Costa,2,5,37.936013,-122.026154,06013,5.0
31980,Contra Costa,2,2.8,37.936013,-122.026154,06013,2.8
31981,Contra Costa,11,7.2,37.936013,-122.026154,06013,7.2
31982,Contra Costa,12,6.3,37.936013,-122.026154,06013,6.3
31983,Contra Costa,3,1.1,37.936013,-122.026154,06013,1.1
31984,Contra Costa,12,15.7,37.936013,-122.026154,06013,15.7
31985,Contra Costa,3,5.1,37.936013,-122.026154,06013,5.1
31986,Contra Costa,2,4.6,37.936013,-122.026154,06013,4.6
31987,Contra Costa,11,10,37.936013,-122.026154,06013,10.0
31988,Contra Costa,3,5.1,37.936013,-122.026154,06013,5.1
31989,Contra Costa,12,6.1,37.936013,-122.026154,06013,6.1
31990,Contra Costa,11,13.6,37.936013,-122.026154,06013,13.6
31991,Contra Costa,11,3.4,37.936013,-122.026154,06013,3.4
31992,Contra Costa,1,20.5,37.936013,-122.026154,06013,20.5
31993,Contra Costa,2,1.8,37.936013,-122.026154,06013,1.8
31994,Contra Costa,2,5.2,37.936013,-122.026154,06013,5.2
31995,Contra Costa,3,3.2,37.936013,-122.026154,06013,3.2
31996,Contra Costa,12,9.2,37.936013,-122.026154,06013,9.2
31997,Contra Costa,11,3.3,37.936013,-122.026154,06013,3.3
31998,Contra Costa,11,15.6,37.936013,-122.026154,06013,15.6
31999,Contra Costa,1,5.1,37.936013,-122.026154,06013,5.1
32000,Contra Costa,2,2,37.936013,-122.026154,06013,2.0
32001,Contra Costa,2,3.2,37.936013,-122.026154,06013,3.2
32002,Contra Costa,10,7.6,37.936013,-122.026154,06013,7.6
32003,Contra Costa,11,2.4,37.936013,-122.026154,06013,2.4
32004,Contra Costa,12,24.2,37.936013,-122.026154,06013,24.2
32005,Contra Costa,2,11.1,37.936013,-122.026154,06013,11.1
32006,Contra Costa,11,4.6,37.936013,-122.026154,06013,4.6
32007,Contra Costa,11,4.7,37.936013,-122.026154,06013,4.7
32008,Contra Costa,10,8.3,37.936013,-122.026154,06013,8.3
32009,Contra Costa,3,4.1,37.936013,-122.026154,06013,4.1
32010,Contra Costa,2,3.5,37.936013,-122.026154,06013,3.5
32011,Contra Costa,12,2.6,37.936013,-122.026154,06013,2.6
