,Month,Year,County,Temp_Celsius
219,1,2016,Lake,0.357515141654772
220,1,2016,Los Angeles,0.1477844867792583
221,1,2016,Madera,0.2726305821491437
222,1,2016,Mariposa,0.6331978955268929
223,1,2016,Merced,0.3881638821648757
224,1,2016,Mono,0.44796386135195243
225,1,2016,Monterey,0.22200295260382538
226,1,2016,Orange,0.17943397336031114
227,1,2016,Riverside,0.1344156583632911
228,1,2016,Sacramento,0.1721397289259584
229,1,2016,San Benito,0.32862021955675425
230,1,2016,San Bernardino,0.20384117990768397
231,1,2016,San Diego,0.10930447536025271
232,1,2016,San Joaquin,0.23948572292132672
233,1,2016,San Luis Obispo,0.1715032954405045
234,1,2016,Santa Barbara,0.09316550461204864
235,1,2016,Santa Clara,0.4667779047889776
236,1,2016,Santa Cruz,0.745483444838519
237,1,2016,Shasta,0.680900369488913
238,1,2016,Stanislaus,0.3995600256410117
239,1,2016,Sutter,0.37726183743251474
240,1,2016,Tulare,0.2878921988789098
241,1,2016,Ventura,0.17245462844591075
242,1,2016,Yolo,0.37664001764907223
243,2,2010,Amador,0.2991663302885595
244,2,2010,Butte,0.22067903031383793
245,2,2010,Calaveras,0.3091675252290665
246,2,2010,Colusa,0.28766736833628115
247,2,2010,Del Norte,0.2369858554099655
248,2,2010,El Dorado,0.608077307802895
249,2,2010,Fresno,0.13761443697532166
250,2,2010,Glenn,0.31942160082805165
251,2,2010,Humboldt,0.31537487132639774
252,2,2010,Imperial,0.13796471300273516
253,2,2010,Inyo,0.11945134864782
254,2,2010,Kern,0.1370911968812308
255,2,2010,Kings,0.1894008057937844
256,2,2010,Lake,0.2028037664073472
257,2,2010,Los Angeles,0.21418981079007385
258,2,2010,Madera,0.30775211524044255
259,2,2010,Marin,0.18761453063501696
260,2,2010,Mariposa,0.35401101938896473
261,2,2010,Merced,0.27386780508822783
262,2,2010,Mono,0.2506401434225187
263,2,2010,Monterey,0.1476793820249504
264,2,2010,Orange,0.2876304988861948
265,2,2010,Placer,0.32157516465802444
266,2,2010,Riverside,0.18402523193179643
267,2,2010,Sacramento,0.16596356836035456
268,2,2010,San Benito,0.22189225281209748
269,2,2010,San Bernardino,0.211740320002198
270,2,2010,San Diego,0.1428444344429702
271,2,2010,San Joaquin,0.18770033939210398
272,2,2010,San Luis Obispo,0.21489177321666306
273,2,2010,Santa Barbara,0.09356171180372737
274,2,2010,Santa Cruz,0.14776665021480823
275,2,2010,Shasta,0.4189904108730647
276,2,2010,Stanislaus,0.28029509178975226
277,2,2010,Sutter,0.3171099162509382
278,2,2010,Tulare,0.4293063137974401
279,2,2010,Tuolumne,0.2990157963961188
280,2,2010,Ventura,0.21517142535114453
281,2,2010,Yolo,0.27264627456813934
282,2,2011,Amador,0.5105051170590253
283,2,2011,Butte,0.3735319728116265
284,2,2011,Calaveras,0.49397849399265914
285,2,2011,Colusa,0.5335862583725648
286,2,2011,Del Norte,0.4388712892788382
287,2,2011,El Dorado,0.8467840704364983
288,2,2011,Fresno,0.18130646269329
289,2,2011,Glenn,0.6381468841776572
290,2,2011,Humboldt,0.4444037840642214
291,2,2011,Imperial,0.3152121766069901
292,2,2011,Inyo,0.17888447271816293
293,2,2011,Kern,0.16118780384498868
294,2,2011,Kings,0.21089951817377925
295,2,2011,Lake,0.38055171861362547
296,2,2011,Los Angeles,0.19446328133685836
297,2,2011,Madera,0.2850611371554555
298,2,2011,Marin,0.43586691550820517
299,2,2011,Mariposa,0.5677799114167932
300,2,2011,Merced,0.4996352924487812
301,2,2011,Mono,0.516118478858616
302,2,2011,Monterey,0.32094218810724984
303,2,2011,Orange,0.4542040155170019
304,2,2011,Placer,0.6012857888936423
305,2,2011,Riverside,0.30518164411814075
306,2,2011,Sacramento,0.22432510789372315
307,2,2011,San Benito,0.4263286751196959
308,2,2011,San Bernardino,0.2795501280699691
309,2,2011,San Diego,0.1664557535424978
310,2,2011,San Joaquin,0.2895137991842259
311,2,2011,San Luis Obispo,0.24430750509698282
312,2,2011,Santa Barbara,0.13737672894577152
313,2,2011,Santa Clara,0.3996673374665033
314,2,2011,Santa Cruz,0.38210984709470414
315,2,2011,Shasta,1.006114826030504
316,2,2011,Stanislaus,0.44935031419759275
317,2,2011,Sutter,0.512607623698009
318,2,2011,Tulare,0.3745202441502189
319,2,2011,Tuolumne,0.534034882142834
320,2,2011,Ventura,0.23532198830031395
321,2,2011,Yolo,0.548364560195131
322,2,2012,Amador,0.3923457060628607
323,2,2012,Butte,0.31488710306455653
324,2,2012,Calaveras,0.37138123524038924
325,2,2012,Colusa,0.4417790558894054
326,2,2012,Del Norte,0.3994099095692897
327,2,2012,El Dorado,0.7089852012534369
328,2,2012,Fresno,0.15317562363795043
329,2,2012,Glenn,0.4856620702203479
330,2,2012,Humboldt,0.4594470927360405
331,2,2012,Imperial,0.21456638061763797
332,2,2012,Inyo,0.1825266094736666
333,2,2012,Kern,0.21887592452071056
334,2,2012,Kings,0.2568638035164174
335,2,2012,Lake,0.27523624593841883
336,2,2012,Los Angeles,0.14625087927047495
337,2,2012,Madera,0.26289329590116306
338,2,2012,Marin,0.35069865315836174
339,2,2012,Mariposa,0.46768629960940994
340,2,2012,Merced,0.35361188784092334
341,2,2012,Mono,0.42448702970317204
342,2,2012,Monterey,0.21684279932573972
343,2,2012,Orange,0.3409631121937089
344,2,2012,Placer,0.3690854932275211
345,2,2012,Riverside,0.25898005237150956
346,2,2012,Sacramento,0.18019267001102904
347,2,2012,San Benito,0.3471938467093678
348,2,2012,San Bernardino,0.24072325658693103
349,2,2012,San Diego,0.15197065442060612
350,2,2012,San Joaquin,0.23355341850761815
351,2,2012,San Luis Obispo,0.2318317668184909
352,2,2012,Santa Barbara,0.12304526069483475
353,2,2012,Santa Clara,0.45935329449352963
354,2,2012,Santa Cruz,0.3730886192868649
355,2,2012,Shasta,0.6736315395904536
356,2,2012,Stanislaus,0.256548084216543
357,2,2012,Sutter,0.41050475370365486
358,2,2012,Tulare,0.3599487949979701
359,2,2012,Tuolumne,0.4241450010273075
360,2,2012,Ventura,0.24849269400552826
361,2,2012,Yolo,0.4075477412838988
362,2,2013,Butte,0.335800932056712
363,2,2013,Calaveras,0.3678885962991361
364,2,2013,Del Norte,0.2987797331587353
365,2,2013,El Dorado,0.7660111046094089
366,2,2013,Fresno,0.15977354852285383
367,2,2013,Glenn,0.390051117510552
368,2,2013,Humboldt,0.28309959706681276
369,2,2013,Imperial,0.25953792120737823
370,2,2013,Inyo,0.1875344672272498
371,2,2013,Kern,0.2037283313082821
372,2,2013,Kings,0.24998412792863003
373,2,2013,Lake,0.27934224969297367
374,2,2013,Los Angeles,0.19419329101232263
375,2,2013,Madera,0.29024896270515765
376,2,2013,Marin,0.34413737577368236
377,2,2013,Mariposa,0.5303488978675827
378,2,2013,Merced,0.34844146115387303
379,2,2013,Mono,0.3847440801419675
380,2,2013,Monterey,0.21959308690160634
381,2,2013,Orange,0.4307197627379205
382,2,2013,Riverside,0.24471113507688352
383,2,2013,Sacramento,0.199395547799358
384,2,2013,San Benito,0.301734096994787
385,2,2013,San Bernardino,0.242909647687867
386,2,2013,San Diego,0.19492068186137695
387,2,2013,San Joaquin,0.21128821634712738
388,2,2013,San Luis Obispo,0.25359462723992304
389,2,2013,Santa Barbara,0.14705886609155866
390,2,2013,Santa Clara,0.3204938215712106
391,2,2013,Santa Cruz,0.2828541540989927
392,2,2013,Shasta,0.5301940262896663
393,2,2013,Stanislaus,0.3326614867412318
394,2,2013,Tulare,0.35181351538550104
395,2,2013,Tuolumne,0.4588128109888515
396,2,2013,Ventura,0.2758363813600493
397,2,2014,Del Norte,0.5056893672568117
398,2,2014,Fresno,0.21382307852536242
399,2,2014,Humboldt,0.5228139085692908
400,2,2014,Imperial,0.30141987092936445
401,2,2014,Inyo,0.26047449043738224
402,2,2014,Kern,0.3567055191964016
403,2,2014,Kings,0.29409361779618914
404,2,2014,Lake,0.3291360072767096
405,2,2014,Los Angeles,0.18226394987256742
406,2,2014,Madera,0.322852194562208
407,2,2014,Mariposa,0.8506309031259176
408,2,2014,Merced,0.49928871240086425
409,2,2014,Mono,0.7078226337875181
410,2,2014,Monterey,0.24707538006659335
411,2,2014,Orange,0.2823996418475843
412,2,2014,Riverside,0.2918134988720806
413,2,2014,Sacramento,0.2603471873851743
414,2,2014,San Benito,0.35562912181173917
415,2,2014,San Bernardino,0.25870961206748705
416,2,2014,San Diego,0.17146998262477356
417,2,2014,San Joaquin,0.3373998791832785
418,2,2014,San Luis Obispo,0.2725697107428559
419,2,2014,Santa Barbara,0.1392607246537748
420,2,2014,Santa Clara,0.39814557256488337
421,2,2014,Santa Cruz,0.24563011451881855
422,2,2014,Shasta,0.6574872312926231
423,2,2014,Stanislaus,0.47359492462989533
424,2,2014,Tulare,0.32019588721252884
425,2,2014,Ventura,0.22302458621878948
426,2,2015,Fresno,0.2019522284040385
427,2,2015,Humboldt,0.3005797331217892
428,2,2015,Imperial,0.21686865696385968
429,2,2015,Inyo,0.19393273065862904
430,2,2015,Kern,0.29264714685425647
431,2,2015,Kings,0.30955558385782556
432,2,2015,Lake,0.28190877403415127
433,2,2015,Los Angeles,0.1803630615991923
434,2,2015,Madera,0.3132904695022926
435,2,2015,Mariposa,0.5899604056390292
436,2,2015,Merced,0.4263027356575747
437,2,2015,Mono,0.4716661141300887
438,2,2015,Monterey,0.21426116609557633
439,2,2015,Orange,0.30253621156859295
440,2,2015,Riverside,0.16394152687722244
441,2,2015,Sacramento,0.1946143142961944
442,2,2015,San Benito,0.299495265591539
443,2,2015,San Bernardino,0.21322186458049808
444,2,2015,San Diego,0.17098570679117195
445,2,2015,San Joaquin,0.24225981762298684
446,2,2015,San Luis Obispo,0.2657902633730414
447,2,2015,Santa Barbara,0.13496734151438722
448,2,2015,Santa Clara,0.28442982043057996
449,2,2015,Santa Cruz,0.2554519133478354
450,2,2015,Shasta,0.5356651081963638
451,2,2015,Stanislaus,0.39914009858390453
452,2,2015,Tulare,0.3023607425970833
453,2,2015,Ventura,0.2286811731863709
454,2,2016,Amador,0.5037792398592712
455,2,2016,Butte,0.510453955244804
456,2,2016,Calaveras,0.5192087097221977
457,2,2016,Colusa,0.6209141331624358
458,2,2016,Fresno,0.2205183542400372
459,2,2016,Glenn,0.6285006441709254
460,2,2016,Imperial,0.41055589078780236
461,2,2016,Inyo,0.2453653601048994
462,2,2016,Kern,0.2702467615590529
463,2,2016,Kings,0.37640944742716986
464,2,2016,Lake,0.5656251904125517
465,2,2016,Los Angeles,0.2410174160886021
466,2,2016,Madera,0.4049382342078167
467,2,2016,Mariposa,1.002709360439923
468,2,2016,Merced,0.4963234228777121
469,2,2016,Mono,0.5578696737655703
470,2,2016,Monterey,0.3042451264198289
471,2,2016,Orange,0.4287924947124636
472,2,2016,Riverside,0.23714305591099302
473,2,2016,Sacramento,0.2224451688426751
474,2,2016,San Benito,0.3980705917036778
475,2,2016,San Bernardino,0.312663515282724
476,2,2016,San Diego,0.2322793017222363
477,2,2016,San Joaquin,0.32009492986594174
478,2,2016,San Luis Obispo,0.29223692669810153
479,2,2016,Santa Barbara,0.18778951615845485
480,2,2016,Santa Clara,0.47414263657613365
481,2,2016,Santa Cruz,0.33992848882440146
482,2,2016,Shasta,0.7724912143369371
483,2,2016,Stanislaus,0.4926143451903446
484,2,2016,Sutter,0.5794130767863167
485,2,2016,Tulare,0.4520395525047981
486,2,2016,Ventura,0.32608343689429675
487,2,2016,Yolo,0.545454667427056
488,3,2010,Amador,0.5048840850894593
489,3,2010,Butte,0.35094125179237545
490,3,2010,Calaveras,0.5085565126333211
491,3,2010,Colusa,0.5112136111387156
492,3,2010,Del Norte,0.3776828627838538
493,3,2010,El Dorado,0.7799343288587584
494,3,2010,Fresno,0.2451236684541208
495,3,2010,Glenn,0.5555177942620626
496,3,2010,Humboldt,0.44509698773075174
497,3,2010,Imperial,0.20254489032489006
498,3,2010,Inyo,0.1591705100600134
499,3,2010,Kern,0.2173802193748372
500,3,2010,Kings,0.3435236648893017
501,3,2010,Lake,0.31975908598280545
502,3,2010,Los Angeles,0.17597001947357954
503,3,2010,Madera,0.5118833724465072
504,3,2010,Marin,0.34756302172117814
505,3,2010,Mariposa,0.5511610549086156
506,3,2010,Merced,0.4786486932493203
507,3,2010,Mono,0.3598002514161018
508,3,2010,Monterey,0.22906719254327257
509,3,2010,Orange,0.3814633163504766
510,3,2010,Placer,0.5531154829413356
511,3,2010,Riverside,0.22252023882062563
512,3,2010,Sacramento,0.22702904250455247
513,3,2010,San Benito,0.3422066856833223
514,3,2010,San Bernardino,0.24812351120905554
515,3,2010,San Diego,0.1825104352891217
516,3,2010,San Joaquin,0.3709364089945623
517,3,2010,San Luis Obispo,0.1947839175762994
518,3,2010,Santa Barbara,0.11891195705344994
519,3,2010,Santa Cruz,0.23950685238394698
520,3,2010,Shasta,0.7623338253404668
521,3,2010,Stanislaus,0.5375506812709074
522,3,2010,Sutter,0.5421008068118353
523,3,2010,Tulare,0.42844795055932194
524,3,2010,Tuolumne,0.6873655284537881
525,3,2010,Ventura,0.2325047126351214
526,3,2010,Yolo,0.5188636516401515
527,3,2011,Amador,0.46596373299310445
528,3,2011,Butte,0.3076396798410324
529,3,2011,Calaveras,0.5731893301780894
530,3,2011,Colusa,0.4793821061710437
531,3,2011,Del Norte,0.3402358513000011
532,3,2011,El Dorado,0.6363012983471994
533,3,2011,Fresno,0.2059579255686341
534,3,2011,Glenn,0.4897810503378124
535,3,2011,Humboldt,0.3624085369840434
536,3,2011,Imperial,0.30456180831503915
537,3,2011,Inyo,0.18973061597760013
538,3,2011,Kern,0.15835712810102198
539,3,2011,Kings,0.22552421399774947
540,3,2011,Lake,0.30520739807617614
541,3,2011,Los Angeles,0.1941278653715684
542,3,2011,Madera,0.3139596089756739
543,3,2011,Marin,0.24354238082393648
544,3,2011,Mariposa,0.438582433983682
545,3,2011,Merced,0.7030239385183744
546,3,2011,Mono,0.40155998563888956
547,3,2011,Monterey,0.273681598415352
548,3,2011,Orange,0.49623051628995873
549,3,2011,Placer,0.4874246908366712
550,3,2011,Riverside,0.2506068466289725
551,3,2011,Sacramento,0.22220775810239998
552,3,2011,San Benito,0.3585232128992455
553,3,2011,San Bernardino,0.2488978418961078
554,3,2011,San Diego,0.1611100934922203
555,3,2011,San Joaquin,0.2684367409959898
556,3,2011,San Luis Obispo,0.2224025057278883
557,3,2011,Santa Barbara,0.1482318115336323
558,3,2011,Santa Clara,0.32193584414066817
559,3,2011,Santa Cruz,0.2544598636875072
560,3,2011,Shasta,0.5959259740514563
561,3,2011,Stanislaus,0.4789068520667244
562,3,2011,Sutter,0.5107101197759272
563,3,2011,Tulare,0.4099569146096004
564,3,2011,Tuolumne,0.5211574800081723
565,3,2011,Ventura,0.2515474409426409
566,3,2011,Yolo,0.5188829311486588
567,3,2012,Amador,0.47880849875396175
568,3,2012,Butte,0.2763108853465024
569,3,2012,Calaveras,0.45164352202405694
570,3,2012,Colusa,0.3838916672550986
571,3,2012,Del Norte,0.38942428533968576
572,3,2012,El Dorado,0.6871344642855329
573,3,2012,Fresno,0.20658505326085425
574,3,2012,Glenn,0.3919737644156962
575,3,2012,Humboldt,0.37653810096562584
576,3,2012,Imperial,0.2699607685337571
577,3,2012,Inyo,0.20707525007095445
578,3,2012,Kern,0.2412602360143674
579,3,2012,Kings,0.3474140051623049
580,3,2012,Lake,0.27095105274144
581,3,2012,Los Angeles,0.1434316527106596
582,3,2012,Madera,0.3409847290646615
583,3,2012,Marin,0.32113485408405723
584,3,2012,Mariposa,0.5671775233825707
585,3,2012,Merced,0.4728915990845723
586,3,2012,Mono,0.6079015685147018
587,3,2012,Monterey,0.22642964448533517
588,3,2012,Orange,0.33812248401303824
589,3,2012,Placer,0.47214289471896553
590,3,2012,Riverside,0.2642723377175618
591,3,2012,Sacramento,0.1962255251533619
592,3,2012,San Benito,0.3093926599177384
593,3,2012,San Bernardino,0.2503204494074143
594,3,2012,San Diego,0.15291677225968195
595,3,2012,San Joaquin,0.22311723466049366
596,3,2012,San Luis Obispo,0.17326700979549897
597,3,2012,Santa Barbara,0.10382246022021989
598,3,2012,Santa Clara,0.39154553266957204
599,3,2012,Santa Cruz,0.328902492129748
600,3,2012,Shasta,0.6207708489375506
601,3,2012,Stanislaus,0.30729619401020464
602,3,2012,Sutter,0.3954372683451713
603,3,2012,Tulare,0.3970378479403132
604,3,2012,Tuolumne,0.5107776364862787
605,3,2012,Ventura,0.22802508766665813
606,3,2012,Yolo,0.35074731352936106
607,3,2013,Butte,0.3229825091792603
608,3,2013,Calaveras,0.43034007855351647
609,3,2013,Del Norte,0.41113295120693016
610,3,2013,El Dorado,0.736337897411328
611,3,2013,Fresno,0.2047160424502491
612,3,2013,Glenn,0.3902123787381156
613,3,2013,Humboldt,0.45612474847701057
614,3,2013,Imperial,0.3368698967446088
615,3,2013,Inyo,0.20941710536633695
616,3,2013,Kern,0.22611645089522384
617,3,2013,Kings,0.32521069772464595
618,3,2013,Lake,0.286467506232913
619,3,2013,Los Angeles,0.13878212509079446
620,3,2013,Madera,0.30609277994819895
621,3,2013,Marin,0.2520882570270483
622,3,2013,Mariposa,0.5241240264085942
623,3,2013,Merced,0.4604269383619384
624,3,2013,Mono,0.37655243891499895
625,3,2013,Monterey,0.1906960926389031
626,3,2013,Orange,0.26977559449648675
627,3,2013,Riverside,0.24867600097888
628,3,2013,Sacramento,0.22764792622262092
629,3,2013,San Benito,0.28159490780196117
630,3,2013,San Bernardino,0.25008624687499575
631,3,2013,San Diego,0.1387481487903435
632,3,2013,San Joaquin,0.2498525322277631
633,3,2013,San Luis Obispo,0.2209514493471892
634,3,2013,Santa Barbara,0.12087378178833864
635,3,2013,Santa Clara,0.4380242050698389
636,3,2013,Santa Cruz,0.23017349435928572
637,3,2013,Shasta,0.5091451793489626
638,3,2013,Stanislaus,0.4133576331276631
639,3,2013,Tulare,0.3694659369256803
640,3,2013,Tuolumne,0.49597401373334893
641,3,2013,Ventura,0.19922818398620376
642,3,2014,Del Norte,0.26757908907376443
643,3,2014,Fresno,0.14127574992940378
644,3,2014,Humboldt,0.28037047726123177
645,3,2014,Imperial,0.20604142163277775
646,3,2014,Inyo,0.19645687263053224
647,3,2014,Kern,0.29416473871868876
648,3,2014,Kings,0.27596723942575485
649,3,2014,Lake,0.24006044031387597
650,3,2014,Los Angeles,0.14118741963305154
651,3,2014,Madera,0.23979496693550326
