,Month,Year,County,RH_percent
0,1,2010,Butte,83.38375986075938
1,1,2010,Del Norte,82.72291660714288
2,1,2010,Fresno,84.53442034328349
3,1,2010,Glenn,80.64239926923075
4,1,2010,Imperial,55.95032049999998
5,1,2010,Inyo,49.188536733333315
6,1,2010,Kern,82.2931763636363
7,1,2010,Lake,86.50789834615381
8,1,2010,Los Angeles,58.238107047619
9,1,2010,Madera,83.55246914814815
10,1,2010,Marin,89.55204853846152
11,1,2010,Mariposa,55.68110035999998
12,1,2010,Orange,57.80849363461535
13,1,2010,Placer,85.46537833333333
14,1,2010,Riverside,56.558245769911444
15,1,2010,Sacramento,88.0657613064515
16,1,2010,San Benito,67.76811595652173
17,1,2010,San Bernardino,55.746044931297675
18,1,2010,San Diego,61.297325185185144
19,1,2010,San Joaquin,83.57371799999997
20,1,2010,Santa Barbara,68.2419871153846
21,1,2010,Shasta,80.87319389473683
22,1,2010,Tulare,67.47317833333325
23,1,2010,Ventura,54.82715357638883
24,1,2011,Butte,75.81388532352938
25,1,2011,Del Norte,80.32513589285713
26,1,2011,Fresno,86.29860688235289
27,1,2011,Glenn,76.6458333181818
28,1,2011,Humboldt,79.11176204166665
29,1,2011,Imperial,46.5499999333333
30,1,2011,Inyo,38.581422027522905
31,1,2011,Kern,79.7032313265306
32,1,2011,Lake,70.07291668749995
33,1,2011,Los Angeles,50.29333050925922
34,1,2011,Madera,86.74004253846154
35,1,2011,Marin,79.66342091666664
36,1,2011,Mariposa,47.58333338461536
37,1,2011,Placer,85.15801908333333
38,1,2011,Riverside,40.142252956896534
39,1,2011,Sacramento,87.14524520175426
40,1,2011,San Benito,66.00000014285715
41,1,2011,San Bernardino,30.820312437499982
42,1,2011,San Diego,54.679553559523775
43,1,2011,San Joaquin,83.4756728095238
44,1,2011,Santa Barbara,65.76697529629625
45,1,2011,Santa Clara,59.479798018518494
46,1,2011,Shasta,64.71739126086955
47,1,2011,Tulare,71.1134058260869
48,1,2011,Ventura,47.91435378453035
49,1,2012,Butte,61.954776378048756
50,1,2012,Del Norte,88.34052465217387
51,1,2012,Fresno,71.48915266071427
52,1,2012,Glenn,64.66499991999999
53,1,2012,Humboldt,81.81808115384614
54,1,2012,Imperial,45.122023821428535
55,1,2012,Inyo,31.094328530351397
56,1,2012,Kern,68.98568138461538
57,1,2012,Lake,67.13252313888887
58,1,2012,Los Angeles,53.111150394039704
59,1,2012,Madera,71.57194899999996
60,1,2012,Marin,63.35937487499997
61,1,2012,Mariposa,42.46333331999999
62,1,2012,Orange,50.09968648148145
63,1,2012,Placer,61.30172413793101
64,1,2012,Riverside,42.8778042346938
65,1,2012,Sacramento,69.19221410218974
66,1,2012,San Benito,58.714743615384585
67,1,2012,San Bernardino,40.86994470454544
68,1,2012,San Diego,52.361471870129854
69,1,2012,San Joaquin,68.85972216666664
70,1,2012,Santa Barbara,66.46999999999997
71,1,2012,Santa Clara,38.251557692307664
72,1,2012,Shasta,60.49537048148145
73,1,2012,Tulare,52.53187623611109
74,1,2012,Ventura,43.298436199999955
75,1,2013,Butte,61.540880528301855
76,1,2013,Del Norte,86.9143677241379
77,1,2013,Fresno,73.38120303947362
78,1,2013,Glenn,68.35267846428567
79,1,2013,Humboldt,75.83429480769229
80,1,2013,Imperial,44.309523892857115
81,1,2013,Inyo,33.19977055123674
82,1,2013,Kern,71.43644014285714
83,1,2013,Lake,65.67234846969698
84,1,2013,Los Angeles,46.657075835390984
85,1,2013,Madera,76.41360563793101
86,1,2013,Marin,65.04017849999995
87,1,2013,Mariposa,50.030448730769194
88,1,2013,Orange,45.79166668518515
89,1,2013,Riverside,43.8518312127659
90,1,2013,Sacramento,73.6673079646017
91,1,2013,San Benito,72.03685892307689
92,1,2013,San Bernardino,43.96372194656486
93,1,2013,San Diego,51.168803320512815
94,1,2013,San Joaquin,68.64511496551722
95,1,2013,Santa Barbara,50.57211549999996
96,1,2013,Santa Clara,37.756610259259226
97,1,2013,Shasta,58.407529249999975
98,1,2013,Tulare,69.85120887301585
99,1,2013,Ventura,44.76966205263153
100,1,2014,Del Norte,83.92398416666667
101,1,2014,Fresno,55.2585551724138
102,1,2014,Humboldt,77.62983327999999
103,1,2014,Inyo,22.136205814393918
104,1,2014,Kern,57.311714933333306
105,1,2014,Lake,51.97647056470586
106,1,2014,Los Angeles,45.2781647941176
107,1,2014,Madera,58.78210380327866
108,1,2014,Mariposa,31.76556629629628
109,1,2014,Orange,48.5496175185185
110,1,2014,Riverside,33.22648843729902
111,1,2014,Sacramento,60.065616525423685
112,1,2014,San Benito,46.69305559999999
113,1,2014,San Bernardino,36.00875784057971
114,1,2014,San Diego,43.887979813333324
115,1,2014,Santa Barbara,56.57499995999998
116,1,2014,Santa Clara,36.31965766666664
117,1,2014,Shasta,52.58641981481479
118,1,2014,Tulare,51.026114320754694
119,1,2014,Ventura,38.08422073170729
120,1,2015,Fresno,81.43749999999997
121,1,2015,Humboldt,81.28242004166667
122,1,2015,Inyo,37.49927757777777
123,1,2015,Kern,82.83394215789473
124,1,2015,Lake,69.12239583749997
125,1,2015,Los Angeles,55.15733936815916
126,1,2015,Madera,84.94162141999999
127,1,2015,Mariposa,39.541666692307686
128,1,2015,Orange,51.843387542168664
129,1,2015,Riverside,48.17292575165561
130,1,2015,Sacramento,83.40130010588226
131,1,2015,San Benito,73.37931034482757
132,1,2015,San Bernardino,50.75027851879698
133,1,2015,San Diego,56.441321999999964
134,1,2015,Santa Barbara,71.6539855217391
135,1,2015,Santa Clara,56.70004867796608
136,1,2015,Shasta,65.71296296296292
137,1,2015,Tulare,74.1975932142857
138,1,2015,Ventura,53.56935974390237
139,1,2016,Amador,79.99502353846151
140,1,2016,Butte,80.76574789473682
141,1,2016,Calaveras,82.99825270967739
142,1,2016,Colusa,83.632698137931
143,1,2016,Fresno,80.54268115999999
144,1,2016,Glenn,81.51007989285714
145,1,2016,Humboldt,86.19293473913044
146,1,2016,Inyo,49.180145894273124
147,1,2016,Kern,77.22757637121208
148,1,2016,Lake,84.13214285714284
149,1,2016,Los Angeles,64.27472669354835
150,1,2016,Madera,85.27116407142856
151,1,2016,Mariposa,65.82996899999995
152,1,2016,Orange,65.41517854999995
153,1,2016,Riverside,54.832460033333334
154,1,2016,Sacramento,84.61542901769901
155,1,2016,San Benito,82.99999992307691
156,1,2016,San Bernardino,62.16102015853652
157,1,2016,San Diego,68.8941147042253
158,1,2016,San Joaquin,82.74537011538459
159,1,2016,San Luis Obispo,81.007274
160,1,2016,Santa Barbara,73.14074840740734
161,1,2016,Santa Clara,62.07543008771926
162,1,2016,Shasta,84.60185194444443
163,1,2016,Sutter,82.79770110344829
